NAME,STATEFP,avg_drought_severity,percent_drought_area,lisa_map
Grenada,28,2.9679315683983067,100.00000000000011,1
Simpson,21,2.2335305937188115,99.99999999999987,1
Grand Isle,50,0.0,0.0,3
Columbiana,39,0.0,0.0,3
Nelson,51,2.999999999999998,99.99999999999993,1
Osceola,12,1.2648316478527433,99.99999999999962,1
Grant,05,2.038838326511981,100.0000000000002,1
DeKalb,18,0.0,0.0,3
Ouachita,22,2.0000000000000018,100.00000000000009,1
St. John the Baptist,22,0.363861695371267,91.20425683313466,3
St. Helena,22,0.0,0.6854766303740095,3
Schuyler,29,0.0,0.0,3
Franklin,01,0.46066594119517285,100.00000000000009,0
Carroll,21,0.0,0.0,3
Clear Creek,08,3.342647449515651,99.99999999999996,1
Kimble,48,0.0,0.0,3
Clay,46,2.2598490295999483,99.99999999999997,1
Sussex,10,1.5986174109839202,79.93087054919602,0
Jasper,13,1.9604243606116287,99.9999999999997,1
Randolph,29,0.0,0.0,3
Butler,20,0.0,100.00000000000003,3
Hays,48,2.7788096897110237,100.0,0
Cowlitz,53,0.0,0.868082377502911,3
Live Oak,48,1.8248934694754724,100.00000000000016,0
Hooker,31,3.0000000000000013,100.00000000000004,1
Prince Edward,51,2.2243946051001475,100.00000000000003,1
Carbon,49,2.9999999999999987,99.99999999999996,1
Bucks,42,1.1532517905397064,99.99999999999977,0
Hand,46,0.8344122524086844,100.00000000000058,0
Lycoming,42,0.0,0.0,3
Latah,16,1.999999999999995,99.99999999999974,0
Putnam,13,1.746015836614869,100.00000000000011,1
Galax,51,1.9999999999999993,99.99999999999997,0
Quay,35,2.817443425663106,99.99999999999989,1
King,48,2.3198895350960465,100.00000000000003,1
Lafayette,05,2.09254067376379,99.99999999999982,1
Tom Green,48,0.0,0.0,3
Butler,21,2.0000000000000004,100.00000000000003,1
Campbell,56,2.630803814422321,100.00000000000023,1
Morgan,13,2.999999999999985,99.99999999999949,1
Cross,05,2.2783621109812073,100.00000000000004,1
Phillips,05,2.34298656813894,99.99999999999999,1
St. James,22,0.19197236728992487,48.799916877344145,0
Dubuque,19,0.0,0.0,3
Goochland,51,2.6817354966052362,99.99999999999943,1
Sherman,20,0.5943781513017791,100.00000000000013,0
Richland,39,0.0,0.0,3
Adams,17,0.0,0.0,3
Champaign,39,0.0,0.0,3
Sullivan,33,0.8065543159450932,100.00000000000013,0
Iroquois,17,0.0,88.71005920135671,3
Poweshiek,19,0.0,0.0,3
Wayne,39,0.0,0.0,3
Fayette,13,2.9893865838565907,99.99999999999983,1
Hancock,13,1.4741931121559901,100.00000000000007,1
Kendall,48,0.9283517369314405,100.00000000000017,0
Greene,36,0.0,0.3173426550623002,3
Orange,51,2.707135639255892,100.00000000000011,1
McCurtain,40,1.889115531146142,99.99999999999982,0
Tift,13,3.250227719559962,99.99999999999997,1
Cass,31,0.0,67.93405999984765,3
Kingsbury,46,1.000000000000006,100.0000000000006,0
Converse,56,2.9999999999999964,99.99999999999987,1
Herkimer,36,0.0,0.0,3
Logan,38,0.0,0.0017368231590878219,3
Gogebic,26,0.0,9.359444350724015,3
Becker,27,0.16376810038773856,95.33753788370487,3
Marshall,01,0.873570093227442,100.00000000000004,0
Wilkinson,28,0.8661410147282766,99.99999999999972,0
Sheridan,20,1.9241685399154438,99.99999999999996,0
Leake,28,1.169563106008156,100.00000000000003,0
Clay,28,0.879552860479426,99.99999999999969,0
Franklin,28,0.40132551870391964,100.0,0
Boone,19,0.0,0.0,3
Polk,48,0.8396284613092448,99.99999999999919,0
Dixon,31,1.8575633171828447,99.9999999999999,0
Harford,24,1.0945476959639961,84.1320189968297,0
